Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,AUDUSD=X,EURUSD=X,GBPUSD=X,GOOGL,META,MSFT,USDCAD=X,USDJPY=X,AAPL,AMZN,AUDUSD=X,EURUSD=X,GBPUSD=X,GOOGL,META,MSFT,USDCAD=X,USDJPY=X,AAPL,AMZN,AUDUSD=X,EURUSD=X,GBPUSD=X,GOOGL,META,MSFT,USDCAD=X,USDJPY=X,AAPL,AMZN,AUDUSD=X,EURUSD=X,GBPUSD=X,GOOGL,META,MSFT,USDCAD=X,USDJPY=X,AAPL,AMZN,AUDUSD=X,EURUSD=X,GBPUSD=X,GOOGL,META,MSFT,USDCAD=X,USDJPY=X,AAPL,AMZN,AUDUSD=X,EURUSD=X,GBPUSD=X,GOOGL,META,MSFT,USDCAD=X,USDJPY=X
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,169.60125732421875,161.21400451660156,0.7282207608222961,1.144164800643921,1.3709993362426758,138.42813110351562,325.81048583984375,298.22601318359375,1.2501599788665771,114.67500305175781,172.19000244140625,161.21400451660156,0.7282207608222961,1.144164800643921,1.3709993362426758,138.58700561523438,326.4800109863281,304.79998779296875,1.2501599788665771,114.67500305175781,176.6199951171875,166.22149658203125,0.7313999533653259,1.1479079723358154,1.374948501586914,142.85000610351562,335.6300048828125,320.8800048828125,1.250980019569397,114.69200134277344,171.7899932861328,161.09100341796875,0.7274896502494812,1.1436413526535034,1.3705576658248901,138.40899658203125,325.760009765625,304.0,1.2452000379562378,114.00599670410156,175.77999877929688,165.25050354003906,0.7281995415687561,1.1439814567565918,1.3706891536712646,141.5399932861328,334.9800109863281,320.4700012207031,1.2502700090408325,114.66999816894531,84505800.0,52188000.0,0,0,0,31436000.0,14797100.0,45366000.0,0,0
2022-01-14,170.46803283691406,162.13800048828125,0.7282260060310364,1.1457115411758423,1.3713659048080444,139.3206024169922,331.2193603515625,303.50958251953125,1.2507799863815308,114.11799621582031,173.07000732421875,162.13800048828125,0.7282260060310364,1.1457115411758423,1.3713659048080444,139.48049926757812,331.8999938964844,310.20001220703125,1.2507799863815308,114.11799621582031,173.77999877929688,162.25,0.7295010089874268,1.148369312286377,1.374192714691162,140.74200439453125,332.7300109863281,310.82000732421875,1.2552800178527832,114.1709976196289,171.08999633789062,159.80050659179688,0.722180187702179,1.1410053968429565,1.3667699098587036,136.99850463867188,321.2099914550781,303.75,1.2471200227737427,113.50499725341797,171.33999633789062,160.14999389648438,0.7280197739601135,1.14565908908844,1.371290683746338,137.07899475097656,321.7900085449219,304.25,1.2509299516677856,114.10099792480469,80440800.0,45974000.0,0,0,0,29662000.0,16868500.0,39846400.0,0,0
2022-01-17,,,0.7216517329216003,1.1410704851150513,1.367353081703186,,,,1.2542200088500977,114.30599975585938,,,0.7216517329216003,1.1410704851150513,1.367353081703186,,,,1.2542200088500977,114.30599975585938,,,0.7230997681617737,1.143458366394043,1.3688992261886597,,,,1.2550899982452393,114.63600158691406,,,0.7196201682090759,1.1393154859542847,1.3638657331466675,,,,1.2499699592590332,114.28399658203125,,,0.7216413021087646,1.1412137746810913,1.367353081703186,,,,1.2540899515151978,114.30599975585938,,,0,0,0,,,,0,0
2022-01-18,167.24717712402344,158.91749572753906,0.7210798263549805,1.1410574913024902,1.364800214767456,135.84210205078125,317.49755859375,296.1224060058594,1.2515699863433838,114.57099914550781,169.8000030517578,158.91749572753906,0.7210798263549805,1.1410574913024902,1.364800214767456,135.9980010986328,318.1499938964844,302.6499938964844,1.2515699863433838,114.57099914550781,172.5399932861328,159.7344970703125,0.7227783203125,1.1423349380493164,1.3661202192306519,137.13150024414062,324.2099914550781,309.79998779296875,1.2548099756240845,115.03099822998047,169.41000366210938,157.6645050048828,0.7176175117492676,1.1329647302627563,1.3576257228851318,135.43850708007812,317.6400146484375,301.739990234375,1.2484999895095825,114.44999694824219,171.50999450683594,159.10499572753906,0.7211599349975586,1.141291856765747,1.364800214767456,136.1750030517578,323.2900085449219,304.07000732421875,1.2513999938964844,114.57099914550781,90956700.0,67292000.0,0,0,0,34872000.0,22645600.0,42333200.0,0,0
2022-01-19,163.73085021972656,156.2989959716797,0.7187501788139343,1.1329647302627563,1.3600261211395264,134.96160888671875,318.9346008300781,296.7878112792969,1.249750018119812,114.55400085449219,166.22999572753906,156.2989959716797,0.7187501788139343,1.1329647302627563,1.3600261211395264,135.1165008544922,319.5899963378906,303.3299865722656,1.249750018119812,114.55400085449219,171.0800018310547,159.25,0.7238100171089172,1.1356796026229858,1.36481511592865,137.95950317382812,327.1000061035156,313.9100036621094,1.2523900270462036,114.76799774169922,165.94000244140625,156.25,0.7178699374198914,1.1319515705108643,1.3589357137680054,135.0155029296875,319.3299865722656,302.70001220703125,1.2454999685287476,114.22100067138672,170.0,158.76199340820312,0.7189300060272217,1.1330032348632812,1.3600815534591675,136.52349853515625,319.5799865722656,306.2900085449219,1.2496299743652344,114.55599975585938,94815000.0,53242000.0,0,0,0,28648000.0,20814700.0,45933900.0,0,0
2022-01-20,162.03671264648438,151.66749572753906,0.721700131893158,1.1343399286270142,1.3608589172363281,133.15467834472656,315.91082763671875,295.0950927734375,1.2510900497436523,114.34700012207031,164.50999450683594,151.66749572753906,0.721700131893158,1.1343399286270142,1.3608589172363281,133.3074951171875,316.55999755859375,301.6000061035156,1.2510900497436523,114.34700012207031,169.67999267578125,158.0,0.7275600433349609,1.136893391609192,1.3661575317382812,137.62600708007812,327.82000732421875,311.6499938964844,1.2510900497436523,114.53099822998047,164.17999267578125,151.3509979248047,0.7216725945472717,1.1330161094665527,1.3601555824279785,132.96449279785156,315.9800109863281,301.1400146484375,1.2454299926757812,113.97799682617188,166.97999572753906,156.76600646972656,0.7218131422996521,1.134352684020996,1.360951542854309,136.25,323.8999938964844,309.07000732421875,1.251039981842041,114.34700012207031,91420500.0,71974000.0,0,0,0,29908000.0,16925000.0,35380700.0,0,0
2022-01-21,159.96826171875,142.64300537109375,0.7217090129852295,1.1313753128051758,1.359767198562622,130.2020721435547,302.54827880859375,289.645263671875,1.2500300407409668,113.99299621582031,162.41000366210938,142.64300537109375,0.7217090129852295,1.1313753128051758,1.359767198562622,130.35150146484375,303.1700134277344,296.0299987792969,1.2500300407409668,113.99299621582031,166.3300018310547,150.89999389648438,0.7217501401901245,1.1361054182052612,1.3603591918945312,134.86549377441406,318.30999755859375,304.1099853515625,1.255210041999817,114.01799774169922,162.3000030517578,142.07049560546875,0.7181699872016907,1.1302244663238525,1.3547565937042236,130.0865020751953,303.0400085449219,295.6099853515625,1.249809980392456,113.61900329589844,164.4199981689453,149.9499969482422,0.7217501401901245,1.1315417289733887,1.3600261211395264,132.593505859375,314.80999755859375,302.69000244140625,1.249809980392456,113.94599914550781,122848900.0,163972000.0,0,0,0,55652000.0,28710700.0,57984400.0,0,0
2022-01-24,159.19017028808594,144.54400634765625,0.7187884449958801,1.1341469287872314,1.3555830717086792,130.654052734375,308.076904296875,289.9779052734375,1.256100058555603,113.78500366210938,161.6199951171875,144.54400634765625,0.7187884449958801,1.1341469287872314,1.3555830717086792,130.8040008544922,308.7099914550781,296.3699951171875,1.256100058555603,113.78500366210938,162.3000030517578,144.94500732421875,0.7189072370529175,1.1340954303741455,1.3566679954528809,131.2030029296875,309.5299987792969,297.1099853515625,1.27006995677948,113.98999786376953,154.6999969482422,135.3520050048828,0.7092399597167969,1.1291396617889404,1.3443028926849365,124.5,289.010009765625,276.04998779296875,1.2553000450134277,113.48899841308594,160.02000427246094,139.0,0.7186489701271057,1.1340954303741455,1.3554911613464355,125.97799682617188,297.8399963378906,292.20001220703125,1.256350040435791,113.78600311279297,162294600.0,155624000.0,0,0,0,76622000.0,38878100.0,85731500.0,0,0
2022-01-25,157.37782287597656,139.98599243164062,0.715449869632721,1.1324130296707153,1.3489269018173218,126.78948211669922,299.53448486328125,282.2678527832031,1.2625499963760376,114.01100158691406,159.77999877929688,139.98599243164062,0.715449869632721,1.1324130296707153,1.3489269018173218,126.93499755859375,300.1499938964844,288.489990234375,1.2625499963760376,114.01100158691406,162.75999450683594,143.60000610351562,0.7172402143478394,1.132502794265747,1.3500559329986572,129.3990020751953,306.2300109863281,294.989990234375,1.266800045967102,114.14399719238281,157.02000427246094,138.14500427246094,0.7121898531913757,1.1266844272613525,1.343706727027893,126.50050354003906,297.5799865722656,285.1700134277344,1.2619500160217285,113.67500305175781,158.97999572753906,142.24249267578125,0.7155097723007202,1.132387399673462,1.348981499671936,128.74000549316406,299.95001220703125,291.5199890136719,1.2626700401306152,114.01499938964844,115798400.0,90824000.0,0,0,0,46960000.0,25108500.0,72848600.0,0,0
2022-01-26,157.2891845703125,138.87249755859375,0.7158800363540649,1.130454421043396,1.3510775566101074,129.08485412597656,294.02581787109375,290.3105163574219,1.2615900039672852,113.875,159.69000244140625,138.87249755859375,0.7158800363540649,1.130454421043396,1.3510775566101074,129.23300170898438,294.6300048828125,296.7099914550781,1.2615900039672852,113.875,164.38999938964844,145.18499755859375,0.7177998423576355,1.1313496828079224,1.3524478673934937,133.0,307.510009765625,308.5,1.2638200521469116,114.37699890136719,157.82000732421875,137.31849670410156,0.7150799632072449,1.1272051334381104,1.3494184017181396,127.14199829101562,290.8500061035156,293.0299987792969,1.2559499740600586,113.78800201416016,163.5,144.75,0.7158800363540649,1.130352258682251,1.3510409593582153,131.11900329589844,307.010009765625,307.989990234375,1.261579990386963,113.89099884033203,108275300.0,95602000.0,0,0,0,49130000.0,28348800.0,90428900.0,0,0
2022-01-27,156.8262481689453,139.6374969482422,0.7122999429702759,1.1243535280227661,1.3468012809753418,128.85711669921875,294.0357971191406,293.373046875,1.2658499479293823,114.72100067138672,159.22000122070312,139.6374969482422,0.7122999429702759,1.1243535280227661,1.3468012809753418,129.0050048828125,294.6400146484375,299.8399963378906,1.2658499479293823,114.72100067138672,163.83999633789062,144.24349975585938,0.7121401429176331,1.12447988986969,1.34678316116333,132.65249633789062,301.7099914550781,307.29998779296875,1.2725900411605835,115.48100280761719,158.27999877929688,139.35000610351562,0.7042104601860046,1.1133501529693604,1.3360588550567627,128.9324951171875,294.260009765625,297.92999267578125,1.2650500535964966,114.48600006103516,162.4499969482422,140.8000030517578,0.7121401429176331,1.1242270469665527,1.34678316116333,131.3040008544922,297.75,302.6600036621094,1.265589952468872,114.71700286865234,121954600.0,77516000.0,0,0,0,31950000.0,21629900.0,53481300.0,0,0
2022-01-28,167.7692108154297,143.97799682617188,0.7035500407218933,1.1147029399871826,1.3388315439224243,133.1981201171875,301.0912780761719,301.6114501953125,1.2745699882507324,115.35199737548828,170.3300018310547,143.97799682617188,0.7035500407218933,1.1147029399871826,1.3388315439224243,133.3509979248047,301.7099914550781,308.260009765625,1.2745699882507324,115.35199737548828,170.35000610351562,143.9980010986328,0.7047216296195984,1.1170064210891724,1.3432012796401978,133.35650634765625,301.8999938964844,308.4800109863281,1.2796200513839722,115.66999816894531,162.8000030517578,137.92950439453125,0.6968601942062378,1.1123347282409668,1.3365589380264282,128.48500061035156,293.0299987792969,294.45001220703125,1.2711000442504883,115.13700103759766,165.7100067138672,140.86050415039062,0.703700065612793,1.1146159172058105,1.338849425315857,129.65899658203125,295.6199951171875,300.2300109863281,1.2745100259780884,115.36799621582031,179935700.0,74392000.0,0,0,0,34362000.0,21871600.0,49743700.0,0,0
2022-01-31,172.15231323242188,149.57350158691406,0.6997998356819153,1.1152374744415283,1.3403388261795044,135.1483917236328,312.6175842285156,304.27276611328125,1.2759100198745728,115.26200103759766,174.77999877929688,149.57350158691406,0.6997998356819153,1.1152374744415283,1.3403388261795044,135.30349731445312,313.260009765625,310.9800109863281,1.2759100198745728,115.26200103759766,175.0,150.36050415039062,0.7079144716262817,1.121692419052124,1.3454241752624512,135.47300720214844,313.7900085449219,312.3800048828125,1.277459979057312,115.5770034790039,169.50999450683594,144.30050659179688,0.6993202567100525,1.114504098892212,1.3395309448242188,132.20950317382812,299.32000732421875,306.3699951171875,1.2693599462509155,115.1760025024414,170.16000366210938,144.75,0.6994279026985168,1.115138053894043,1.3402130603790283,134.16200256347656,300.67999267578125,308.95001220703125,1.2760900259017944,115.23899841308594,115541600.0,78308000.0,0,0,0,39986000.0,21579500.0,46444500.0,0,0
2022-02-01,171.98487854003906,151.19349670410156,0.7068301439285278,1.12296462059021,1.3445378541946411,137.4862060546875,318.3458251953125,302.1006774902344,1.2717399597167969,115.12100219726562,174.61000061035156,151.19349670410156,0.7068301439285278,1.12296462059021,1.3445378541946411,137.6439971923828,319.0,308.760009765625,1.2717399597167969,115.12100219726562,174.83999633789062,151.70799255371094,0.7117944359779358,1.1279042959213257,1.3514060974121094,137.79299926757812,319.6600036621094,310.6300048828125,1.272510051727295,115.19200134277344,172.30999755859375,147.62750244140625,0.7034698724746704,1.1222084760665894,1.3435803651809692,134.36849975585938,312.1199951171875,305.1300048828125,1.265429973602295,114.56800079345703,174.00999450683594,150.0,0.706589937210083,1.12291419506073,1.344266653060913,137.59449768066406,314.55999755859375,310.4100036621094,1.2719199657440186,115.14399719238281,86213900.0,59220000.0,0,0,0,68644000.0,18023800.0,40950400.0,0,0
2022-02-02,173.19638061523438,150.6125030517578,0.7133991122245789,1.1273956298828125,1.352539300918579,147.83033752441406,322.3376159667969,306.6993408203125,1.2689599990844727,114.73600006103516,175.83999633789062,150.6125030517578,0.7133991122245789,1.1273956298828125,1.352539300918579,148.0,323.0,313.4599914550781,1.2689599990844727,114.73600006103516,175.8800048828125,155.0749969482422,0.7158401012420654,1.132939100265503,1.3584926128387451,151.54649353027344,328.0,315.1199951171875,1.2704499959945679,114.7959976196289,173.3300018310547,148.86349487304688,0.7119302749633789,1.126697063446045,1.3517167568206787,145.5225067138672,316.8699951171875,308.8800048828125,1.2647700309753418,114.19300079345703,174.75,155.05050659179688,0.7134092450141907,1.1273066997528076,1.3523930311203003,151.25,327.82000732421875,309.6300048828125,1.2691600322723389,114.7249984741211,84914300.0,87330000.0,0,0,0,123200000.0,58458300.0,36636000.0,0,0
2022-02-03,170.30056762695312,138.8455047607422,0.7120797634124756,1.1299946308135986,1.3565024137496948,142.92596435546875,237.2724151611328,294.7526550292969,1.2686400413513184,114.38200378417969,172.89999389648438,138.8455047607422,0.7120797634124756,1.1299946308135986,1.3565024137496948,143.08999633789062,237.75999450683594,301.25,1.2686400413513184,114.38200378417969,176.24000549316406,144.24749755859375,0.7168001532554626,1.1450687646865845,1.3625463247299194,149.6750030517578,248.0,311.2300109863281,1.2714699506759644,114.96900177001953,172.1199951171875,138.33299255371094,0.710989773273468,1.1272051334381104,1.3539128303527832,142.66549682617188,235.75,299.9599914550781,1.266129970550537,114.32599639892578,174.47999572753906,141.7375030517578,0.712088406085968,1.1299946308135986,1.3564472198486328,145.70550537109375,244.64999389648438,309.489990234375,1.2685799598693848,114.36799621582031,89418100.0,225532000.0,0,0,0,71518000.0,188119900.0,43730000.0,0,0
2022-02-04,170.0145721435547,157.63949584960938,0.7145000696182251,1.14357590675354,1.359841227531433,143.1287384033203,236.60379028320312,299.3415222167969,1.2678500413894653,114.95700073242188,172.38999938964844,157.63949584960938,0.7145000696182251,1.14357590675354,1.359841227531433,143.29299926757812,237.08999633789062,305.94000244140625,1.2678500413894653,114.95700073242188,174.10000610351562,161.1999969482422,0.7152999043464661,1.148369312286377,1.361655831336975,144.875,242.61000061035156,308.79998779296875,1.2787200212478638,115.4260025024414,170.67999267578125,150.60800170898438,0.7052300572395325,1.1413440704345703,1.3508037328720093,140.51499938964844,230.11000061035156,299.9700012207031,1.2661999464035034,114.78099822998047,171.67999267578125,155.60650634765625,0.7141898274421692,1.1435105800628662,1.359619379043579,143.4445037841797,234.97000122070312,300.2099914550781,1.2679100036621094,114.96900177001953,82465400.0,253456000.0,0,0,0,57998000.0,89342200.0,35096500.0,0,0
2022-02-07,169.29461669921875,157.9355010986328,0.7080298066139221,1.145514726638794,1.3533447980880737,139.0414276123047,224.4487762451172,294.4591369628906,1.274530053138733,115.2239990234375,171.66000366210938,157.9355010986328,0.7080298066139221,1.145514726638794,1.3533447980880737,139.2010040283203,224.91000366210938,300.95001220703125,1.274530053138733,115.2239990234375,173.9499969482422,162.6909942626953,0.7122999429702759,1.1460003852844238,1.3550318479537964,144.25,238.3000030517578,307.8399963378906,1.2754299640655518,115.37300109863281,170.9499969482422,157.25,0.706589937210083,1.1416698694229126,1.3491816520690918,138.89999389648438,224.00999450683594,299.8999938964844,1.2672300338745117,114.91899871826172,172.86000061035156,158.52000427246094,0.7079796195030212,1.1454622745513916,1.353363037109375,144.25,237.6999969482422,306.1700134277344,1.274530053138733,115.24600219726562,77251200.0,102624000.0,0,0,0,54974000.0,88613800.0,28533300.0,0,0
2022-02-08,172.42095947265625,161.4134979248047,0.7129998207092285,1.1442956924438477,1.353780746459961,139.23919677734375,219.72845458984375,297.9912414550781,1.2665599584579468,115.06300354003906,174.8300018310547,161.4134979248047,0.7129998207092285,1.1442956924438477,1.353780746459961,139.3990020751953,220.17999267578125,304.55999755859375,1.2665599584579468,115.06300354003906,175.35000610351562,161.79249572753906,0.71387779712677,1.145081877708435,1.3566679954528809,140.0,225.77000427246094,305.55999755859375,1.2719800472259521,115.61799621582031,171.42999267578125,155.55050659179688,0.7107598185539246,1.1397050619125366,1.3509862422943115,137.01400756835938,216.14999389648438,299.95001220703125,1.2663999795913696,115.06600189208984,171.72999572753906,156.75050354003906,0.7128000259399414,1.144086241722107,1.3538395166397095,139.02650451660156,220.85000610351562,301.25,1.2665899991989136,115.06600189208984,74829200.0,76040000.0,0,0,0,54284000.0,94729700.0,32421200.0,0,0
2022-02-09,173.85098266601562,161.1894989013672,0.7145919799804688,1.142126202583313,1.3547565937042236,141.42967224121094,231.52423095703125,304.497802734375,1.2705399990081787,115.53099822998047,176.27999877929688,161.1894989013672,0.7145919799804688,1.142126202583313,1.3547565937042236,141.5919952392578,232.0,311.2099914550781,1.2705399990081787,115.53099822998047,176.64999389648438,163.83450317382812,0.7194099426269531,1.1447004079818726,1.3588248491287231,142.52450561523438,233.3699951171875,311.92999267578125,1.2714500427246094,115.58300018310547,174.89999389648438,160.25,0.7143198847770691,1.1403288841247559,1.3538211584091187,140.18699645996094,222.2100067138672,307.3900146484375,1.267009973526001,115.31900024414062,176.0500030517578,162.87350463867188,0.7146021723747253,1.1421130895614624,1.3548115491867065,140.9635009765625,224.1999969482422,309.8699951171875,1.270400047302246,115.54199981689453,71285000.0,68786000.0,0,0,0,40144000.0,86563300.0,31284700.0,0,0
